source,question,answer,,,,,
https://www.guru99.com/python-interview-questions-answers.html,57) What are all dictionary methods:,"Here is the list of dictionary methods:
 
 copy()
 update()
 items()
 sort()
 len()
 cmp()
 Str()",,,,,
https://www.guru99.com/python-interview-questions-answers.html,58) Explain Arithmetic operators with example,"Arithmetic Operators perform various arithmetic calculations like addition, subtraction, multiplication, division, %modulus, exponent, etc. There are various methods for arithmetic calculation in Python, like you can use the eval function, declare variable & calculate, or call functions.
 
 Example: For arithmetic operators, we will take a simple example of addition where we will add two-digit 4+5=9
 
 x= 4 
 y= 5
 print(x + y)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,59) Give example of logical operators,"Example of logical operators:
 
 a = True
 b = False
 print(('a and b is',a and b))
 print(('a or b is',a or b))
 print(('not a is',not a))",,,,,
https://www.guru99.com/python-interview-questions-answers.html,60) Explain membership operators with example,"These operators test for membership in a sequence such as lists, strings, or tuples. Two membership operators are used in Python. (in, not in). It gives the result based on the variable present in a specified sequence or string.
 
 Example:
 
 For example here, we check whether the value of x=4 and value of y=8 is available in list or not by using in and not in operators.
 
 x = 4
 y = 8
 list = [1, 2, 3, 4, 5 ];
 if ( x in list ):
  print(""Line 1 - x is available in the given list"")
 else:
  print(""Line 1 - x is not available in the given list"")
 if ( y not in list ):
  print(""Line 2 - y is not available in the given list"")
 else:
  print(""Line 2 - y is available in the given list"")",,,,,
https://www.guru99.com/python-interview-questions-answers.html,61) Write code to demonstrate operator precedence in Python:,"v = 4
 w = 5
 x = 8
 y = 2
 z = 0
 z = (v+w) * x / y; 
 print(""Value of (v+w) * x/ y is "", z)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,62) Explain arrays in Pythons with example,"A Python Array is a collection of a common type of data structures having elements with the same data type. It is used to store collections of data. In Python programming, arrays are handled by the “array” module. If you create arrays using the array module, elements of the array must be of the same numeric type.
 
 Example:
 
 import array as myarray
 abc = myarray.array('d', [2.5, 4.9, 6.7])",,,,,
https://www.guru99.com/python-interview-questions-answers.html,63) How can you access array elements?,"You can access any array item by using its index.
 
 The syntax is
 
 arrayName[indexNum] 
 Example:
 
 import array
 balance = array.array('i', [300,200,100])
 print(balance[1])",,,,,
https://www.guru99.com/python-interview-questions-answers.html,64) How can you insert elements in array?,"Python array insert operation enables you to insert one or more items into an array at the beginning, end, or any given index of the array. This method expects two arguments index and value.
 
 The syntax is
 
 arrayName.insert(index, value) 
 Example:
 
 Let us add a new value right after the second item of the array. Currently, our balance array has three items: 300, 200, and 100. Consider the second array item with a value of 200 and index 1.
 
 In order to insert the new value right “after” index 1, you need to reference index 2 in your insert method, as shown in the below Python array example:
 
 import array
 balance = array.array('i', [300,200,100])
 balance.insert(2, 150)
 print(balance)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,65) How can you delete elements in array?,"With this operation, you can delete one item from an array by value. This method accepts only one argument, value. After running this method, the array items are re-arranged, and indices are re-assigned.
 
 The syntax is
 
 arrayName.remove(value)
 Example:
 
 Let’s remove the value of “3” from the array
 
 import array as myarray
 first = myarray.array('b', [2, 3, 4]) 
 first.remove(3) 
 print(first)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,66) How can you search and get the index of a value in an array?,"With this operation, you can search for an item in an array based on its value. This method accepts only one argument, value. It is a non-destructive method, which means it does not affect the array values.
 
 The syntax is
 
 arrayName.index(value) 
 Example:
 
 Let’s find the value of “3” in the array. This method returns the index of the searched value.
 
 import array as myarray
 number = myarray.array('b', [2, 3, 4, 5, 6]) 
 print(number.index(3))",,,,,
https://www.guru99.com/python-interview-questions-answers.html,67) How can you reverse array in Python?,"You can use reverse() to reverse array in Python.
 
 Example:
 
 import array as myarray
 number = myarray.array('b', [1,2, 3]) 
 number.reverse() 
 print(number)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,68) Give example to convert array to Unicode,"The Example to convert array to Unicode is:
 
 from array import array
 p = array('u',[u'\u0050',u'\u0059',u'\u0054',u'\u0048',u'\u004F',u'\u004E'])
 print(p)
 q = p.tounicode()
 print(q)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,69) Give an example of a class in Python,"Example of class in Python
 
 # Example file for working with classes
 class myClass():
  def method1(self):
  print(""Guru99"")
  
  def method2(self,someString): 
  print(""Software Testing:"" + someString)
  
  def main(): 
  # exercise the class methods
  c = myClass ()
  c.method1()
  c.method2("" Testing is fun"")
  
 if __name__== ""__main__"":
  main()",,,,,
https://www.guru99.com/python-interview-questions-answers.html,70) Explain Inheritance with example,"Inheritance is a feature used in object-oriented programming; it refers to defining a new class with less or no modification to an existing class. The new class is called the derived class, and from one which it inherits is called the base. Python supports inheritance; it also supports multiple inheritances. A class can inherit attributes and behavior methods from another class called subclass or heir class.
 
 Example of inheritance:
 
 # Example file for working with classes
 class myClass():
  def method1(self):
  print(""Guru99"")
  
  class childClass(myClass):
  #def method1(self):
  #myClass.method1(self);
  #print (""childClass Method1"")
  
  def method2(self):
  print(""childClass method2"") 
  
 def main(): 
  # exercise the class methods
  c2 = childClass()
  c2.method1()
  #c2.method2()
 
 if __name__== ""__main__"":
  main()",,,,,
https://www.guru99.com/python-interview-questions-answers.html,71) Give example of Python constructors,"Example of Python Constructors
 
 class User:
  name = """"
 
  def __init__(self, name):
  self.name = name
 
  def sayHello(self):
  print(""Welcome to Guru99, "" + self.name)
 
 User1 = User(""Alex"")
 User1.sayHello()",,,,,
https://www.guru99.com/python-interview-questions-answers.html,72) How can you access values in string?,"Python does not support a character type, these are treated as strings of length one, also considered as a substring.
 
 You can use square brackets for slicing along with the index or indices to obtain a substring.
 
 var1 = ""Guru99!""
 var2 = ""Software Testing""
 print (""var1[0]:"",var1[0])
 print (""var2[1:5]:"",var2[1:5])",,,,,
https://www.guru99.com/python-interview-questions-answers.html,73) Explain all string operators with example,"String operators with example:
 
 Operator Description Example
 [] Slice- it gives the letter from the given index a[1] will give “u” from the word Guru as such ( 0=G, 1=u, 2=r and 3=u)
 [ : ] Range slice-it gives the characters from the given range x [1:3] it will give “ur” from the word Guru. Remember it will not consider 0, which is G, it will consider word after that is ur.
 in Membership-returns true if a letter exists in the given string u is present in word Guru, and hence it will give 1 (True)
 not in Membership-returns true if a letter exists is not in the given string l not present in word Guru and hence it will give 1
 r/R Raw string suppresses the actual meaning of escape characters. Print r’\n’ prints \n and print R’/n’ prints \n
 % – Used for string format %r – It insert the canonical string representation of the object (i.e., repr(o)) %s- It inserts the presentation string representation of the object (i.e., str(o)) %d- it will format a number for display The output of this code will be “guru 99”.
 + It concatenates 2 strings It concatenates strings and gives the result
 * Repeat It prints the character twice.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,74) Give example of sleep() function in Python,"Example of sleep() function in Python
 
 import time
 print(""Welcome to guru99 Python Tutorials"")
 time.sleep(5)
 print(""This message will be printed after a wait of 5 seconds"")",,,,,
https://www.guru99.com/python-interview-questions-answers.html,75) What is timmer method in Python?,"Timer is a method available with Threading, and it helps to get the same functionality as Python time sleep.
 
 from threading import Timer
 
 print('Code Execution Started')
 
 def display():
  print('Welcome to Guru99 Tutorials')
 
 t = Timer(5, display) 
 t.start()",,,,,
https://www.guru99.com/python-interview-questions-answers.html,76) Give example of calendar class,"Example of calendar class
 
 import calendar
 # Create a plain text calendar
 c = calendar.TextCalendar(calendar.THURSDAY)
 str = c.formatmonth(2025, 1, 0, 0)
 print(str)
 
 # Create an HTML formatted calendar
 hc = calendar.HTMLCalendar(calendar.THURSDAY)
 str = hc.formatmonth(2025, 1)
 print(str)
 # loop over the days of a month
 # zeroes indicate that the day of the week is in a next month or overlapping month
 for i in c.itermonthdays(2025, 4):
  print(i)
 
  # The calendar can give info based on local such a names of days and months (full and abbreviated forms)
  for name in calendar.month_name:
  print(name)
  for day in calendar.day_name:
  print(day)
  # calculate days based on a rule: For instance an audit day on the second Monday of every month
  # Figure out what days that would be for each month, we can use the script as shown here
  for month in range(1, 13):
  # It retrieves a list of weeks that represent the month
  mycal = calendar.monthcalendar(2025, month)
  # The first MONDAY has to be within the first two weeks
  week1 = mycal[0]
  week2 = mycal[1]
  if week1[calendar.MONDAY] != 0:
  auditday = week1[calendar.MONDAY]
  else:
  # if the first MONDAY isn't in the first week, it must be in the second week
  auditday = week2[calendar.MONDAY]
 print(""%10s %2d"" % (calendar.month_name[month], auditday))",,,,,
